p_val avg_log2FC pct.1 pct.2 p_val_adj
ACTA2 2.05852600018397e-52 -1.8543888712123 0.05 0.179 7.12682286523691e-48
C3 8.21158060118044e-123 -1.8529733867607 0.011 0.238 2.84293131993468e-118
C1R 3.54720497902247e-102 -1.84712954391134 0.157 0.356 1.22807783578737e-97
SPARC 3.30256540700743e-125 -1.84513267629754 0.309 0.488 1.14338116956004e-120
SERPING1 2.83018265996561e-233 -1.84366154090853 0.045 0.418 9.79837538706694e-229
PRKG1 3.37602718319371e-208 -1.84138238055939 0.029 0.381 1.16881437109349e-203
MMP2 2.46958252160708e-165 -1.83995042063297 0.014 0.305 8.54994164805587e-161
IFI27 8.28092029638284e-110 -1.83636872758468 0.099 0.328 2.8669374158107e-105
SELENOM 4.27860087618607e-275 -1.83332878493101 0.121 0.524 1.48129440934438e-270
ATF3 0 1.83059838645584 0.977 0.491 0
COL6A3 5.53458931785497e-188 -1.82839827535046 0.016 0.337 1.91613016773457e-183
TPM2 2.53178927180332e-112 -1.81636512786856 0.045 0.27 8.76530763791027e-108
IL18 0 1.8146047097002 0.89 0.122 0
PMP22 7.98417485971593e-272 -1.79938844541547 0.054 0.473 2.76420117818225e-267
CELF2 0 -1.79610192280517 0.02 0.479 0
CLU 5.0532823300751e-161 -1.7864004266786 0.137 0.423 1.7494968754953e-156
BTG2 0 1.77062054775143 0.945 0.438 0
TIMP1 4.21376016519866e-220 -1.76807362227858 0.248 0.559 1.45884590679343e-215
A2M 5.2868927874678e-129 -1.7647023739155 0.021 0.262 1.83037515194923e-124
LDB2 7.91297286391846e-213 -1.76340761850423 0.014 0.367 2.73955033521721e-208
DSG3 0 1.76040041896667 0.808 0.097 0
CTSK 1.68770325596531e-158 -1.75981043802066 0.042 0.324 5.8429974424775e-154
DLC1 1.27538915959439e-205 -1.75771612995785 0.105 0.443 4.41552480943175e-201
IGFBP3 0 1.7533471526728 0.636 0.135 0
TM4SF1 9.52840168051455e-82 -1.74706260265121 0.04 0.215 3.29882794581094e-77
C11orf96 5.29895352370383e-109 -1.74564957317059 0.025 0.243 1.8345506994415e-104
ZBTB20 3.60883764681623e-215 -1.72696420085147 0.477 0.662 1.24941568170425e-210
CALD1 9.61902811787e-159 -1.71846056540587 0.349 0.549 3.33020372468777e-154
WNT4 0 1.70281685025599 0.754 0.043 0
LAMA2 9.30181264481845e-166 -1.69792297879866 0.018 0.309 3.2203805557626e-161
PRRX1 2.53481779439898e-200 -1.6921860856305 0.011 0.345 8.7757926859887e-196
KAZN 1.1999717938089e-73 -1.68622735944284 0.225 0.375 4.15442234734579e-69
MFAP4 1.5642828609038e-170 -1.68605213632902 0.007 0.301 5.41570369273503e-166
NRARP 0 1.68576104096998 0.96 0.321 0
LY6D 0 1.67866744494337 0.909 0.205 0
IL32 2.78193948374634e-134 -1.67782112602222 0.011 0.255 9.63135268667822e-130
ERRFI1 0 1.67781896065174 0.733 0.121 0
FBN1 4.37375543419731e-198 -1.66668528644822 0.009 0.34 1.51423786887345e-193
SERTAD1 0 1.66470540011823 0.944 0.353 0
CD69 1.04349698416621e-63 -1.66449562928073 0.001 0.125 3.61269090888184e-59
IFITM3 4.21260795101043e-178 -1.65781383136961 0.442 0.614 1.45844699871932e-173
FABP5 1.45625629127909e-79 -1.65576272786084 0.076 0.255 5.04170490603734e-75
AREG 0 1.65528582665435 0.539 0.102 0
KLF5 0 1.65116726696698 0.893 0.198 0
HOPX 0 1.64998472212282 0.939 0.225 0
EGR1 0 1.64494679677404 0.973 0.443 0
AQP1 6.91221393398394e-148 -1.63914759763204 0.013 0.279 2.39307758608458e-143
FABP4 2.2366485309868e-47 -1.63313644174339 0.017 0.123 7.74350087912941e-43
PHLDB2 0 1.63146005757235 0.715 0.194 0
SERPINF1 9.34804037030091e-138 -1.62960336423578 0.108 0.363 3.23638505660188e-133
FXYD3 0 1.62350710116541 0.927 0.175 0
IMPA2 0 1.62160220759811 0.841 0.118 0
PERP 0 1.61880445444563 0.997 0.472 0
LRMDA 4.55888771920982e-221 -1.60950300240805 0.012 0.373 1.57833251726763e-216
CCL27 0 1.60871145074761 0.73 0.113 0
PAM 9.94347966907441e-234 -1.60746432877771 0.062 0.436 3.44253209623025e-229
TMSB10 0 -1.60729044641517 0.94 0.941 0
FYN 1.49373978196712e-255 -1.60000143169651 0.041 0.442 5.17147649914836e-251
AHR 2.03367443759583e-226 -1.59579152148747 0.255 0.568 7.04078427040051e-222
BICC1 6.58992847807504e-163 -1.595619597611 0.02 0.306 2.28149913839436e-158
FBLN2 4.5745524714687e-176 -1.594017267795 0.013 0.314 1.58375581114718e-171
AKT3 1.39056838143465e-302 -1.58293566044291 0.028 0.479 4.81428679336489e-298
G0S2 4.81508458247492e-34 -1.57192105368296 0.033 0.121 1.66703043329864e-29
TNXB 2.7919113761843e-171 -1.57133927360295 0.031 0.333 9.66587637548766e-167
PTPRC 3.72060253048662e-88 -1.56288330089973 0.004 0.172 1.28810980207977e-83
DCLK1 5.45565573639811e-167 -1.56227667272798 0.013 0.305 1.88880257249839e-162
NAV3 1.67977791406425e-132 -1.56218860252445 0.079 0.332 5.81555911628183e-128
HPGD 7.67886098202931e-34 -1.56164021155199 0.049 0.143 2.65849846058837e-29
PRXL2A 0 1.55395649306993 0.832 0.19 0
FSTL1 1.85853102616332e-204 -1.55234446285101 0.022 0.365 6.43442026568005e-200
RPLP1 0 1.55003653501069 0.999 0.972 0
FOSB 0 1.54919206171605 0.958 0.466 0
ZEB1 1.26122671879974e-229 -1.54840323401831 0.073 0.444 4.36649302315657e-225
TWIST2 2.17772350580844e-156 -1.54125593981945 0.01 0.285 7.53949654945941e-152
EMP3 2.09017736817437e-233 -1.54067933754472 0.134 0.503 7.23640306635649e-229
IER2 0 1.53940371841384 0.991 0.726 0
CCN5 6.01736025125467e-85 -1.53047717626 0.008 0.174 2.08327029258688e-80
MYL9 2.23377116009001e-145 -1.52968421210812 0.033 0.302 7.73353913334762e-141
NEGR1 6.95293545402916e-141 -1.52906107946049 0.019 0.277 2.40717578353944e-136
LAMB3 0 1.52501076671139 0.649 0.023 0
KRTDAP 1.56913923292248e-34 -1.5231390180291 0.128 0.235 5.4325169383009e-30
HSPH1 6.12309486471005e-28 -1.51980063832452 0.631 0.584 2.11987667311127e-23
TCF4 5.92084419046938e-106 -1.51756766774555 0.445 0.546 2.0498554671824e-101
DDIT3 0 1.51648586464601 0.768 0.286 0
VCAN 2.59367373038235e-167 -1.51306171346558 0.009 0.3 8.97955782195675e-163
UBE2S 0 1.50818513602766 0.837 0.34 0
ITPKC 0 1.50351934757001 0.628 0.089 0
CYBA 3.15534954071671e-256 -1.50188676922496 0.08 0.476 1.09241356449153e-251
FAM83B 0 1.49952609685103 0.696 0.07 0
DSC3 0 1.49545068177293 0.933 0.181 0
ADH1B 5.83302682177771e-111 -1.49438049074419 0.008 0.216 2.01945221596766e-106
CLDN5 2.14825351142733e-78 -1.49000822766412 0.009 0.164 7.43746848191256e-74
TACSTD2 0 1.48002366288546 0.848 0.171 0
HSPA6 6.81825486127146e-35 -1.47909881065719 0.081 0.184 2.36054801552079e-30
PTPRM 2.45183560338635e-160 -1.47750172439258 0.065 0.356 8.48850004248389e-156
SERPINB2 0 1.47362135766232 0.558 0.03 0
IGFBP5 1.125485009404e-13 -1.47089445468586 0.379 0.375 3.89654165105759e-09
LAMA4 1.00961282962691e-200 -1.46172614054953 0.027 0.362 3.49538057745132e-196
PTPRG 7.4867221355226e-155 -1.44793406300777 0.098 0.379 2.59197807053928e-150
IFITM2 2.1954976714895e-270 -1.44789665566625 0.097 0.517 7.6010324884638e-266
HLA-DQB1 1.41205051627423e-76 -1.44523928771791 0.029 0.19 4.888660092393e-72
ANK2 6.79898793208869e-188 -1.44262143612221 0.017 0.341 2.35387761196842e-183
CXCL14 0 1.43961873240404 0.998 0.542 0
INPP4B 7.71336806163038e-132 -1.43756312123714 0.047 0.299 2.67044515661705e-127
LUM 8.37410185233951e-109 -1.4315450842071 0.012 0.218 2.89919780229846e-104
SYNE1 4.47432843925939e-181 -1.42655942438283 0.16 0.463 1.54905724895599e-176
SPTBN1 4.54984151721028e-144 -1.42121833212395 0.35 0.54 1.57520063167337e-139
SPINT2 0 1.41484679231367 0.83 0.124 0
LEPR 6.55471369440388e-117 -1.40837025286526 0.037 0.264 2.26930742813957e-112
IER3 0 1.40720073952266 0.974 0.499 0
NEDD4L 0 1.40367197796935 0.662 0.115 0
ZFP36 0 1.39709070773342 0.991 0.748 0
TACC1 1.90200560705326e-256 -1.39505759334666 0.067 0.468 6.58493361217911e-252
REV3L 3.05968900167881e-118 -1.39256687218059 0.271 0.473 1.05929492927122e-113
GEM 4.11798439278072e-82 -1.39137930962973 0.08 0.264 1.42568737662461e-77
ARHGAP15 3.23379236020727e-111 -1.38426236374696 0.005 0.211 1.11957125302736e-106
SAMSN1 8.78481214591715e-69 -1.38365693560135 0.003 0.137 3.04138981303798e-64
LSAMP 3.34293743324554e-98 -1.378748260417 0.05 0.25 1.15735836876394e-93
RND3 0 1.37610580568026 0.851 0.341 0
CCL2 1.24509062918321e-25 -1.37571072833558 0.173 0.263 4.31062826729519e-21
FHL2 0 1.37551845118733 0.721 0.101 0
FGFR3 0 1.37476283971962 0.706 0.05 0
FBXL7 4.97929713170173e-191 -1.37281325901958 0.01 0.332 1.72388245996645e-186
CA12 0 1.36110812109628 0.676 0.067 0
DPT 2.44399873260623e-140 -1.35998267139751 0.011 0.263 8.46136801215603e-136
LAMC2 0 1.35543552554504 0.552 0.047 0
TRPS1 7.2777280247002e-159 -1.3530106971034 0.066 0.356 2.51962221943146e-154
ACKR1 1.42082060657174e-41 -1.34555717241752 0.011 0.101 4.91902302201201e-37
RUNX1T1 4.6980764894383e-203 -1.3410423355542 0.006 0.342 1.62652106140843e-198
UTRN 7.47502194325099e-162 -1.33876586354078 0.232 0.51 2.58792734697293e-157
C19orf33 0 1.33686624022028 0.788 0.113 0
LHFPL6 1.99300942406118e-110 -1.33555592112965 0.261 0.455 6.89999792704221e-106
PCOLCE 9.25622890908618e-165 -1.33234081717166 0.023 0.314 3.20459901061473e-160
KRT10 0.000408343200269383 -1.32998222904083 0.832 0.641 1
SNED1 8.65110723109007e-156 -1.32764460758135 0.021 0.298 2.99509983447569e-151
ACTG1 0 1.32381890692825 0.999 0.895 0
TGFBR2 1.17685094380637e-123 -1.32272409629813 0.187 0.431 4.07437565255204e-119
F13A1 2.18476838086921e-99 -1.3191095316055 0.011 0.203 7.56388661140728e-95
NNMT 1.45783569944706e-152 -1.31777540821474 0.032 0.308 5.04717297505568e-148
PI16 1.59528869106219e-98 -1.31735377869035 0.003 0.188 5.5230489773264e-94
PECAM1 3.88868590971517e-83 -1.31483482521416 0.005 0.166 1.34630194880249e-78
PLCB1 2.88834840436253e-125 -1.31447301936428 0.013 0.245 9.9997510107435e-121
CALML5 3.48719324922145e-37 -1.31049584911323 0.05 0.151 1.20730117481296e-32
AEBP1 1.97302755562329e-178 -1.30423391457232 0.011 0.317 6.83081870032339e-174
TWIST1 1.15374149820848e-174 -1.30180115872058 0.012 0.314 3.99436844094756e-170
ELMO1 2.40086284997584e-164 -1.29280021450629 0.013 0.301 8.31202727290134e-160
FTL 4.3518650655948e-218 -1.2850764604495 0.976 0.924 1.50665920435957e-213
SNHG8 0 1.28427998318599 0.955 0.607 0
KRT1 1.80930732756362e-34 -1.28320518070328 0.155 0.268 6.264002898758e-30
ABI3BP 7.37443092453226e-129 -1.27662345555945 0.046 0.293 2.55310173038231e-124
CYB5R1 0 1.27621120254763 0.756 0.177 0
TFPI 1.55351979536786e-160 -1.27127795662354 0.015 0.299 5.37844088354305e-156
JUN 0 1.27096977000819 0.997 0.851 0
S100A14 0 1.26616026789756 0.894 0.216 0
FGFBP1 0 1.26432088522894 0.443 0.052 0
HLA-DQA1 2.33762076809221e-66 -1.26357747084126 0.012 0.148 8.09307686121205e-62
CPE 2.49150412502223e-113 -1.26314147892461 0.012 0.226 8.62583643123945e-109
CCL14 1.35173289517066e-47 -1.26124490633383 0.006 0.105 4.67983445637035e-43
POSTN 0 1.26118026023669 0.666 0.09 0
ZNF385D 5.39574882379502e-132 -1.26078109950972 0.01 0.253 1.86806220028607e-127
SLC2A1 0 1.25941398658047 0.635 0.064 0
SNHG12 0 1.25896484691446 0.765 0.225 0
ABCA8 3.09756994082672e-128 -1.25343183821172 0.013 0.251 1.07240968921362e-123
FGL2 1.41068993258566e-160 -1.25032546332991 0.011 0.292 4.8839496156048e-156
IL7R 6.69079795332415e-57 -1.24876375126147 0.003 0.116 2.31642115942036e-52
TUBA1C 0 1.2481485744283 0.885 0.35 0
MMP28 0 1.24749037717853 0.707 0.059 0
COL14A1 3.63520771481569e-120 -1.23883925769107 0.025 0.253 1.25854526294634e-115
MEF2C 6.7527229949155e-154 -1.23436388290765 0.013 0.288 2.3378602280697e-149
CNN3 4.0865711232126e-229 -1.22951805269689 0.025 0.4 1.41481178856744e-224
CXADR 0 1.22946627484714 0.665 0.064 0
DOCK4 1.94749234064723e-143 -1.22738938472655 0.047 0.316 6.74241323255479e-139
DPYSL2 7.59298733700574e-237 -1.22608944441109 0.028 0.409 2.62876814594476e-232
TUBA1A 3.18774761783314e-136 -1.21942620810384 0.364 0.578 1.10363010277001e-131
PPP1R14B 0 1.21916084027505 0.918 0.401 0
TP63 0 1.21858414714873 0.69 0.072 0
POU3F1 0 1.21373677942008 0.684 0.1 0
RARRES2 5.64351433834454e-128 -1.21339688501735 0.033 0.276 1.95384109907826e-123
TTC28 6.25014032896218e-162 -1.21245823637269 0.085 0.382 2.16386108328999e-157
CD99 9.90684420199813e-163 -1.20235360347812 0.599 0.676 3.42984853117377e-158
DSP 0 1.20048603836597 0.989 0.309 0
LRP1 9.95405747991685e-68 -1.19994720063529 0.189 0.336 3.44619424012201e-63
DAPL1 0 1.19088310444496 0.737 0.088 0
RAMP2 7.74831745707738e-112 -1.18758897123272 0.011 0.222 2.68254498681476e-107
JUNB 0 1.1854951835894 0.996 0.803 0
CCN2 1.52311475522603e-112 -1.18385996598885 0.031 0.252 5.27317559406803e-108
EMCN 1.03085062763901e-84 -1.18320616495814 0.007 0.172 3.56890795794902e-80
RPS4Y1 0 1.18315737336701 0.574 0.165 0
COL12A1 3.13314486023027e-105 -1.18141089514308 0.048 0.262 1.08472608206032e-100
PID1 4.25160407701106e-121 -1.17907307324238 0.04 0.273 1.471947847502e-116
CDHR1 0 1.17536868383024 0.613 0.04 0
FCGRT 5.10732381578414e-136 -1.17482923277437 0.282 0.496 1.76820657826263e-131
AC083837.1 0 1.17215997217107 0.425 0.096 0
PDGFRB 7.66472409446237e-163 -1.17142767215656 0.005 0.288 2.65360412874382e-158
CDH1 0 1.16999123409686 0.624 0.074 0
HSPA1A 1.11865427290578e-38 -1.169930304283 0.987 0.883 3.87289295822709e-34
ANXA5 3.68880146136956e-142 -1.16783951399535 0.444 0.59 1.27709995394075e-137
FXYD1 3.94924770126061e-191 -1.16679545787081 0.009 0.33 1.36726904665343e-186
TPM1 2.78119956575097e-80 -1.16276831334756 0.166 0.352 9.62879101658643e-76
BST2 1.46409702395249e-164 -1.16182335578372 0.009 0.296 5.06885030662591e-160
ETS2 0 1.15745855985472 0.854 0.287 0
PHACTR2 3.58787820959484e-189 -1.15674189853061 0.066 0.394 1.24215931494383e-184
ANKRD37 2.8416625225522e-284 1.15581898962939 0.516 0.168 9.83811981932797e-280
SVEP1 9.27314843016387e-112 -1.15462183564767 0.008 0.217 3.21045671800703e-107
NRP1 8.62044225106968e-114 -1.15434577897575 0.095 0.329 2.98448331174284e-109
FXYD5 2.34751905193056e-149 -1.15417860190536 0.088 0.367 8.1273457096888e-145
EEF1B2 0 1.15106190289091 0.994 0.853 0
COL5A2 3.40811693284542e-106 -1.15082221722588 0.096 0.313 1.17992416332041e-101
COL15A1 4.39938923964761e-141 -1.1502360143829 0.004 0.255 1.5231125486584e-136
CD59 1.29037781682095e-87 -1.14644738371546 0.41 0.535 4.46741703961582e-83
TCF12 2.53617691673688e-142 -1.14623672140369 0.236 0.487 8.78049810343475e-138
COL4A2 1.03438116603911e-174 -1.14194554467827 0.011 0.311 3.58113103494399e-170
LDLRAD4 1.81094125400373e-164 -1.13888524840734 0.028 0.32 6.26965971548631e-160
ARL15 3.79282918555524e-25 -1.13797209008661 0.321 0.387 1.31311539233108e-20
MT1X 0 1.13439381493645 0.876 0.466 0
SOX15 0 1.13097150836915 0.626 0.077 0
ZFAS1 0 1.13085994822048 0.984 0.755 0
VWF 1.90592558365474e-50 -1.13048823494625 0.012 0.119 6.59850496317108e-46
CAPNS2 0 1.12846011660174 0.649 0.055 0
EPB41L2 3.04501630200213e-171 -1.12397489926813 0.072 0.382 1.05421509391616e-166
MAN1A1 8.02639016110154e-92 -1.12055647696726 0.18 0.374 2.77881653767496e-87
CDCP1 0 1.12006794585996 0.529 0.026 0
KCTD12 5.97589513578366e-144 -1.11984177866206 0.051 0.321 2.06891465495966e-139
H2AFZ 0 1.11809143284449 0.917 0.598 0
CHST11 1.12051886911418e-159 -1.11754644637023 0.008 0.287 3.87934837676019e-155
PSAP 4.16520435762754e-95 -1.11505429913829 0.463 0.552 1.44203540065423e-90
ASS1 0 1.11480189394297 0.566 0.071 0
PALM2-AKAP2 8.29317702226588e-152 -1.11425833333498 0.041 0.32 2.87118081687867e-147
ITGA2 0 1.11169404428786 0.544 0.057 0
LAMB4 0 1.10960037508438 0.555 0.014 0
MAGI2 2.07463802959723e-145 -1.10921082832918 0.019 0.28 7.18260432226856e-141
MYC 0 1.10785384781696 0.84 0.319 0
SERPINB5 0 1.10703660945614 0.699 0.09 0
ZNF521 7.58647562047557e-166 -1.10406744204825 0.012 0.302 2.62651372456485e-161
XIST 2.793633759939e-107 -1.10312954791312 0.179 0.407 9.67183944028483e-103
NFIA 1.45536802552691e-74 -1.10295456855359 0.375 0.485 5.03862964117672e-70
HINT1 0 1.10256825690069 0.966 0.714 0
LGALS7B 0 1.10099241282313 0.798 0.211 0
DENND2C 0 1.10050900359246 0.62 0.117 0
LIFR 1.22685429437342e-110 -1.09891141239481 0.031 0.25 4.2474922525502e-106
ARHGAP29 1.14389759528099e-86 -1.09691426711418 0.13 0.323 3.96028786462232e-82
WNT3 0 1.09254274520078 0.569 0.017 0
RPS19 0 1.09219692873816 0.998 0.95 0
FNBP1 2.94111877099148e-106 -1.09175526952442 0.179 0.4 1.01824472970496e-101
HSPA1B 1.37874549471427e-22 -1.09082725069455 0.892 0.75 4.77335477725026e-18
CD34 5.96222652032191e-122 -1.09071084551401 0.004 0.227 2.06418244360065e-117
PLAU 0 1.08795872845826 0.431 0.065 0
HSPD1 0.000416481850547542 -1.08754420797126 0.748 0.626 1
GAS5 0 1.08556266704583 0.925 0.526 0
LGALS7 0 1.0850878559856 0.617 0.083 0
LPAR1 3.50043937497809e-121 -1.08343436087177 0.027 0.257 1.21188711601116e-116
SDC4 0 1.08213610674597 0.716 0.16 0
LTBP1 2.26576001133687e-98 -1.07671618898952 0.06 0.265 7.84428773524937e-94
TMEM176B 1.01940934924091e-139 -1.07654378739984 0.008 0.26 3.52929710800697e-135
PDGFRA 2.95665639420461e-134 -1.07481737052752 0.009 0.252 1.02362401023758e-129
MITF 1.41200000359017e-111 -1.07331555628286 0.037 0.259 4.88848521242953e-107
ZC3H12A 0 1.07122467891234 0.611 0.104 0
ARHGDIB 2.20736414141029e-41 -1.07055319641583 0.158 0.271 7.64211539397657e-37
SH3KBP1 3.66675345509801e-189 -1.06631384687992 0.03 0.356 1.26946671368948e-184
MAST4 0 1.06364120152482 0.754 0.261 0
PREX2 2.88968161497375e-148 -1.06306327217947 0.004 0.266 1.00043667192006e-143
KRT2 4.89107471487747e-35 -1.0612877093551 0.033 0.124 1.69333897703773e-30
CPQ 7.12828375156558e-131 -1.05738071110376 0.14 0.391 2.46788311762952e-126
ETS1 1.55556318998979e-88 -1.05517135605302 0.152 0.348 5.38551532006367e-84
PHLDA1 2.27423806647564e-78 -1.05353635275923 0.115 0.306 7.87363960994531e-74
LINC01619 0 1.05258298670461 0.622 0.165 0
ATP1B3 0 1.05071091034623 0.901 0.391 0
LCP1 2.22518865232771e-79 -1.05012247971748 0.004 0.158 7.70382563322375e-75
ITIH5 1.06509259907608e-144 -1.04569938193518 0.016 0.277 3.68745708726131e-140
ABCA10 4.65294812123106e-50 -1.04546649641844 0.081 0.212 1.61089716905141e-45
CDC42EP3 1.00435665060895e-85 -1.04445436855594 0.055 0.242 3.47718316007324e-81
BDKRB1 0 1.0417001769415 0.454 0.018 0
FGFR1 4.15231060774239e-161 -1.03982181426021 0.045 0.338 1.43757145550649e-156
MALAT1 1.48220634979598e-200 -1.03710972096782 0.98 0.975 5.13154660362866e-196
BTG1 0 1.03654264901084 0.983 0.756 0
FERMT1 0 1.03500405353616 0.573 0.033 0
SPRY1 7.11953480642977e-55 -1.0332067356416 0.189 0.322 2.46485414533405e-50
WIPF1 2.55768102448355e-198 -1.03312443837982 0.003 0.331 8.85494747486449e-194
CXCR4 7.93014925279889e-54 -1.03266598466538 0.005 0.114 2.7454969728115e-49
NR3C1 5.51130309772244e-92 -1.03229099470855 0.373 0.518 1.90806824546249e-87
NR2F2 6.55739998266068e-91 -1.03229091510211 0.05 0.243 2.27023744799695e-86
TMSB4X 1.86642706886061e-123 -1.03086053558328 0.991 0.936 6.4617571551023e-119
S100A13 3.3563867187511e-66 -1.02596482216034 0.302 0.422 1.16201464589882e-61
CD52 6.14578968095794e-65 -1.02242121193091 0.003 0.13 2.12773384544445e-60
CKS2 0 1.02227519621446 0.766 0.223 0
CTSH 1.15979355167084e-138 -1.02161502327418 0.013 0.265 4.01532125523963e-134
PIK3R1 7.60605454924967e-76 -1.02071252418505 0.277 0.432 2.63329214549573e-71
RPL3 0 1.01946234995755 0.999 0.953 0
CTSC 2.31226500658718e-99 -1.01612328954614 0.085 0.297 8.00529267930546e-95
BIRC3 2.48588024291053e-52 -1.01411877543771 0.083 0.219 8.60636598898054e-48
WFDC5 0 1.01362524025464 0.468 0.024 0
FOS 0 1.01216808530006 0.991 0.761 0
BRD2 0 1.01130437270337 0.851 0.415 0
KLF2 6.00487632110078e-59 -1.01092822305239 0.17 0.326 2.0789482311283e-54
EIF1 0 1.01072739551961 0.997 0.936 0
CBR3 0 1.00991071196381 0.634 0.162 0
IL20RB 0 1.00866702363044 0.624 0.097 0
PDLIM1 0 1.00515457665309 0.821 0.306 0
COL7A1 0 1.00473712714863 0.545 0.071 0
SEPTIN11 8.433726551437e-173 -1.00356929640119 0.038 0.343 2.919840469373e-168
MAML2 3.41248246410386e-76 -1.00183324713195 0.352 0.496 1.1814355538974e-71
SOX6 0 1.0011185125972 0.605 0.097 0
EPS8 5.94950397731491e-73 -0.999803563392899 0.162 0.337 2.0597777719862e-68
