p_val avg_log2FC pct.1 pct.2 p_val_adj
AEBP1 0 -1.41007558198159 0.003 0.328 0
LRP1 0 -1.4087729761133 0.121 0.345 0
PPP1R14B 0 1.40130081981346 0.938 0.406 0
POU3F1 0 1.39979212805566 0.761 0.058 0
ARL15 1.99833602800596e-131 -1.39976681002696 0.23 0.355 6.91843916255942e-127
ANXA1 1.89041842992653e-209 -1.39408547825918 0.704 0.734 6.54481764624866e-205
FXYD1 0 -1.39308667224856 0.007 0.376 0
LPP 0 -1.3929065242527 0.326 0.589 0
COL4A1 0 -1.39276600039637 0.004 0.323 0
TMEM176B 0 -1.39159264288989 0.002 0.287 0
FAM107B 6.76554493542218e-292 -1.38878619207571 0.096 0.314 2.34229931209251e-287
HSPE1 2.76914512971679e-13 -1.38755145489444 0.888 0.714 9.5870573535925e-09
PECAM1 3.91024491118384e-203 -1.386907662736 0.002 0.133 1.35376589070096e-198
VCAN 0 -1.38072173252953 0.003 0.254 0
RPS18 0 1.3769574254667 0.993 0.956 0
RGCC 1.55284555528289e-71 -1.37607626045323 0.211 0.287 5.3761065969449e-67
DCLK1 0 -1.36875084884346 0.007 0.283 0
KCNK7 0 1.36660546004257 0.635 0.058 0
REV3L 0 -1.36167190812984 0.254 0.488 0
FOXP1 4.9597559572051e-237 -1.360965765872 0.238 0.416 1.71711710994398e-232
CEBPA 0 1.35818707878414 0.652 0.134 0
TWIST1 0 -1.35764349378415 0.002 0.308 0
FSTL1 0 -1.35636385694955 0.013 0.351 0
PHLDA1 0 -1.35629509879469 0.043 0.309 0
SDCBP 0 -1.35608832207562 0.185 0.496 0
ANK2 0 -1.35395035562513 0.003 0.309 0
CCN1 1.87005699504409e-177 -1.35217214010544 0.147 0.314 6.47432432254215e-173
CLDN1 0 1.35078037478612 0.736 0.106 0
NRP1 0 -1.34946508973648 0.069 0.354 0
RPS19 0 1.34880003422511 0.99 0.929 0
EPS8 0 -1.34690349055549 0.108 0.4 0
ETS1 0 -1.34583670892246 0.066 0.379 0
UTRN 3.23970338602865e-299 -1.3405848448757 0.371 0.536 1.12161770927698e-294
FXYD5 0 -1.33942292434509 0.114 0.401 0
CTNNBIP1 0 1.33851794897189 0.779 0.162 0
ADAMTS9-AS2 0 -1.33239300211857 0.023 0.328 0
KLF2 3.55389735885793e-298 -1.33208223742903 0.146 0.365 1.2303948046102e-293
TSC22D3 0 -1.32930506837354 0.13 0.433 0
LSAMP 7.48538860876108e-303 -1.32916232179553 0.021 0.22 2.59151639023917e-298
RPS4X 0 1.31886113197863 0.99 0.926 0
TTC28 0 -1.31704146276006 0.043 0.386 0
EMCN 0 -1.3159255975968 0.001 0.215 0
PKP3 0 1.30752614450272 0.728 0.064 0
RUNX1T1 0 -1.30700687363561 0.001 0.331 0
MAML2 0 -1.30518397548201 0.24 0.514 0
RPS6 0 1.30145487796197 0.99 0.916 0
TXN 0 1.29840827769061 0.962 0.681 0
COL12A1 3.56355917562835e-306 -1.29696342494462 0.037 0.246 1.23373982219429e-301
THY1 0 -1.29686742122199 0.003 0.264 0
EMP2 0 1.29543681861304 0.872 0.42 0
SPRR1B 0 1.29534177827377 0.229 0.029 0
TMEM45A 0 1.29457534296292 0.682 0.186 0
COL5A2 0 -1.29454023156207 0.044 0.329 0
LDLRAD4 0 -1.29343596519973 0.013 0.317 0
DOCK4 0 -1.2930307284613 0.026 0.271 0
COL14A1 0 -1.2917032492605 0.011 0.263 0
TINCR 0 1.28367227823623 0.77 0.083 0
PALM2-AKAP2 0 -1.2815300667938 0.073 0.315 0
MYC 0 1.27610542813527 0.808 0.279 0
IFI27 9.61483858131867e-41 -1.27551140419904 0.2 0.263 3.32875326523834e-36
MAL2 0 1.27172518105596 0.62 0.057 0
CREM 2.38125926313288e-243 -1.27037278700062 0.128 0.32 8.24415769489233e-239
HLA-DQB1 8.09084961730061e-114 -1.26682802297473 0.062 0.17 2.80113304600564e-109
PDGFRB 0 -1.25229701737413 0.001 0.3 0
NR3C1 2.33673926388979e-306 -1.24811984067366 0.426 0.567 8.09002500551283e-302
TSHZ2 8.54693005766148e-148 -1.24568023959971 0.166 0.311 2.95903265526298e-143
RAB25 0 1.24471817751081 0.732 0.091 0
COL18A1 2.06624174963112e-255 -1.24287953595006 0.178 0.378 7.15353556139789e-251
ABI3BP 1.00252226174915e-248 -1.24188372465161 0.077 0.272 3.47083232240173e-244
FAM83B 0 1.24010920227613 0.661 0.066 0
FLNA 0 -1.23921752205713 0.345 0.528 0
RPS8 0 1.23812320891952 0.993 0.947 0
NR2F2 0 -1.23491362011368 0.015 0.26 0
PARD3B 2.83707141468712e-285 -1.23300193662189 0.183 0.398 9.82222494478829e-281
SDC1 0 1.2326225231866 0.693 0.104 0
TMEM154 0 1.22987046092216 0.712 0.085 0
RPS2 0 1.22868791563893 0.986 0.896 0
CXADR 0 1.22855728680131 0.771 0.094 0
TFPI 0 -1.22761860823149 0.012 0.295 0
TUBA4A 0 1.22735359706207 0.818 0.22 0
HSPG2 0 -1.22251521142972 0.101 0.347 0
RAMP2 1.80793100521984e-279 -1.2219975814599 0.008 0.186 6.25923793317162e-275
HTRA1 3.92169249521548e-301 -1.22184060480137 0.102 0.321 1.35772915876855e-296
PEAK1 0 -1.2214811004291 0.143 0.421 0
PITPNC1 0 -1.21463443787654 0.019 0.256 0
BTG2 0 1.21032637204667 0.815 0.406 0
FTX 0 -1.20637434002164 0.271 0.513 0
PI16 4.39719739883206e-263 -1.20381837657648 0.001 0.165 1.52235371144965e-258
SPINT2 0 1.19847671028732 0.863 0.157 0
EEF1G 0 1.19756740581767 0.977 0.813 0
TRPS1 5.76381065157694e-260 -1.19173205980379 0.214 0.412 1.99548888568245e-255
CASP14 0 1.19093760644008 0.476 0.035 0
SMYD3 5.23621078585987e-175 -1.1888064988378 0.245 0.394 1.81282853617255e-170
SORBS2 8.15260550146244e-223 -1.18729180312242 0.005 0.15 2.82251355066131e-218
PHACTR2 0 -1.18713742939111 0.118 0.394 0
CHST11 0 -1.17823119838943 0.012 0.279 0
RPS5 0 1.17809411881096 0.981 0.873 0
KLK8 0 1.17655672519887 0.659 0.047 0
RPL18A 0 1.17654325997695 0.988 0.923 0
EHF 0 1.17470453517251 0.682 0.06 0
TP63 0 1.17323357968542 0.721 0.094 0
HSPA6 0.158324611312109 -1.17104089579108 0.14 0.138 1
VWF 7.13371299525556e-145 -1.16930980946841 0.003 0.1 2.46976277608743e-140
APRT 0 1.16874638672839 0.927 0.525 0
AKAP13 0 -1.16852070398168 0.507 0.621 0
GPR183 1.93712570882857e-210 -1.16513187109268 0.001 0.135 6.70652291653538e-206
TNXB 0 -1.16312791628049 0.007 0.27 0
EGFL7 2.4584392529883e-207 -1.15976680665432 0.008 0.146 8.51136253777079e-203
LTB 3.65807103113608e-187 -1.1588413273615 0.002 0.124 1.26646077168962e-182
CAV1 9.06545749877696e-69 -1.15856831129559 0.504 0.491 3.13855204065157e-64
RPL3 0 1.15612493434578 0.99 0.921 0
FNBP1 1.37275518335834e-249 -1.15491714871569 0.292 0.458 4.75261572030489e-245
CDC42SE2 1.05007830347309e-80 -1.15468714224631 0.231 0.313 3.63547609445417e-76
RPL7A 0 1.15273848675826 0.986 0.931 0
CD59 2.91334850118128e-207 -1.15168296378472 0.538 0.583 1.00863038459397e-202
RPS3A 0 1.15127511650273 0.989 0.928 0
RPS24 0 1.14911843286213 0.991 0.941 0
FNDC3B 0 -1.14911407043406 0.22 0.471 0
KAZN 2.8196885929426e-21 -1.14861257593072 0.375 0.351 9.76204387762657e-17
TWIST2 0 -1.14712310390332 0.004 0.25 0
SH3KBP1 0 -1.14648779163456 0.033 0.386 0
EPB41L2 0 -1.14523824377565 0.048 0.37 0
RPL13 0 1.14206091158947 0.995 0.966 0
DPYSL2 0 -1.14077065098637 0.032 0.392 0
EID1 0 -1.13680747394047 0.639 0.654 0
HDAC9 0 -1.13630257312498 0.008 0.263 0
GNAI2 0 -1.13352570368307 0.357 0.548 0
CCN5 1.72244521777796e-230 -1.12983049551675 0.001 0.147 5.96327758846908e-226
PID1 0 -1.12975725470199 0.033 0.246 0
CAVIN1 8.50784899517076e-265 -1.12820365835559 0.309 0.477 2.94550240061807e-260
KLK11 0 1.12718022698835 0.55 0.026 0
HLA-DQA1 2.12739974953909e-157 -1.1265376966125 0.001 0.103 7.36527067287927e-153
SIK3 3.09838396227248e-182 -1.12568824204878 0.419 0.531 1.07269151157835e-177
SNHG29 0 1.12528689909417 0.973 0.779 0
CBLB 0 -1.12321408412831 0.062 0.342 0
PDK4 1.90867558739349e-274 -1.12261300388812 0.022 0.209 6.608025751115e-270
LAD1 0 1.12233810477201 0.659 0.062 0
JMJD1C 0 -1.11926198242366 0.534 0.653 0
RPL18 0 1.11867800887929 0.99 0.919 0
SPINK5 0 1.11531562593351 0.433 0.057 0
SLC9A3R2 1.90828225381878e-285 -1.1137170674087 0.041 0.239 6.60666399094598e-281
RPL10A 0 1.11351846151394 0.982 0.871 0
RPL7 0 1.11313648118941 0.968 0.749 0
GNAQ 0 -1.11036590302593 0.108 0.373 0
GADD45B 1.57240455628138e-32 -1.11017887645885 0.585 0.558 5.44382181430176e-28
EPAS1 1.13009877592987e-82 -1.10952884159844 0.222 0.305 3.91251497214679e-78
CDC42EP3 8.27604885699701e-308 -1.10927563953917 0.032 0.241 2.86525087478093e-303
ARHGAP29 8.04305879069806e-297 -1.10813952694684 0.099 0.318 2.78458738392757e-292
MAN1A1 0 -1.10776173090367 0.077 0.331 0
ZNF385D 1.53361609834128e-244 -1.10752492135017 0.002 0.156 5.30953229406734e-240
CXCR4 7.90743213282517e-109 -1.10486269600709 0.048 0.148 2.7376320787054e-104
RPS7 0 1.10434554651428 0.985 0.914 0
NAALADL2 2.50186703275055e-279 -1.10369527641619 0.149 0.364 8.66171385408567e-275
NIBAN1 2.58272534069719e-162 -1.1034941265558 0.107 0.254 8.94165340202776e-158
RPS12 0 1.10140823663776 0.992 0.955 0
DPYD 0 -1.10120633017373 0.168 0.41 0
BIRC3 6.22498899435951e-177 -1.10042728984076 0.069 0.22 2.15515343973721e-172
NSG1 0 1.09835235314472 0.699 0.085 0
STK17B 4.50750591650367e-103 -1.09711392560784 0.212 0.314 1.56054362335273e-98
RPL29 0 1.09547760330262 0.99 0.926 0
MAGI2 0 -1.09489646320651 0.02 0.278 0
TUBA1C 0 1.09020456444795 0.864 0.36 0
NR4A2 1.21887618955522e-110 -1.08851641964024 0.227 0.339 4.21987125585914e-106
TCF12 0 -1.08849110637898 0.307 0.52 0
RBMS1 0 -1.08816568769126 0.346 0.528 0
IGFBP6 5.92217543050518e-239 -1.08699878658612 0.016 0.179 2.0503163557952e-234
NFKBIA 0 1.08583643109433 0.902 0.653 0
CAVIN3 0 -1.08409410749931 0.181 0.406 0
LCP1 2.05273772295647e-235 -1.08366393946345 0.012 0.169 7.10678327064761e-231
BST2 0 -1.08138337390558 0.002 0.283 0
ARID5B 1.12410508340579e-214 -1.07886653950218 0.482 0.566 3.89176420925918e-210
PREX2 0 -1.07688768776333 0.002 0.261 0
APBB2 3.50279970237329e-260 -1.07529848762447 0.172 0.372 1.21270428495866e-255
RAB8B 2.19511151093281e-306 -1.07278977638688 0.107 0.331 7.59969556200049e-302
CCNH 1.2865172997422e-199 -1.07215886679689 0.27 0.418 4.45405154343748e-195
ABCA10 1.22742651043527e-229 -1.07207398423457 0.025 0.187 4.24947332177796e-225
RPL15 0 1.07168324249379 0.985 0.902 0
S100A11 0 1.07034053091895 0.964 0.796 0
FGL2 0 -1.06901011319116 0.003 0.242 0
ABCA8 2.27594964687328e-305 -1.06868580009173 0.006 0.196 7.87956527244e-301
PLCB4 0 -1.06797814359935 0.001 0.219 0
NACA 0 1.06594654302454 0.987 0.915 0
MYADM 0 -1.06523490988842 0.116 0.374 0
LTBP1 0 -1.06269142019789 0.062 0.285 0
EPHB6 0 1.06244850156847 0.738 0.179 0
GPM6B 1.55795007570334e-237 -1.06159700123397 0.01 0.168 5.39377895709255e-233
TMEM238 0 1.05920488068311 0.78 0.154 0
NFIA 9.92484821991942e-157 -1.05915560305194 0.423 0.494 3.4360817022183e-152
WIPF1 0 -1.05858003816699 0.004 0.327 0
RPL8 0 1.05852788438882 0.989 0.931 0
ITIH5 0 -1.0542925653056 0.007 0.259 0
FGFBP1 0 1.05259576446704 0.477 0.04 0
TUBA1A 1.18997911588949e-139 -1.04887043000752 0.555 0.579 4.11982669712101e-135
CPQ 0 -1.04856529889157 0.125 0.382 0
MAP4K4 1.10355021557289e-199 -1.04759261486698 0.321 0.46 3.82060120133491e-195
PYCARD 0 1.04679852853911 0.769 0.252 0
MBNL1 2.98468729246356e-254 -1.04595313938265 0.748 0.735 1.03332858752381e-249
SLC25A5 0 1.04175278393855 0.926 0.523 0
F13A1 1.40123355300709e-192 -1.03971612799895 0.003 0.129 4.85121068386586e-188
PPIA 0 1.03874218701583 0.979 0.836 0
RUNX1 5.29178705898781e-276 -1.03870756399577 0.13 0.346 1.83206959769217e-271
S100A13 1.29026479131771e-199 -1.03737331493131 0.272 0.416 4.46702573402104e-195
CXCL2 1.41985251762671e-33 -1.03730107643493 0.074 0.126 4.91567140127544e-29
CCN2 1.44828380923715e-277 -1.0336431487599 0.026 0.219 5.01410337595994e-273
ALDH2 0 1.03343302710159 0.818 0.307 0
IER2 0 1.03187037077363 0.906 0.648 0
MXRA8 0 -1.03133219993691 0.003 0.268 0
LAMC1 0 -1.03115701093559 0.08 0.354 0
KRT17 5.37989701352423e-274 -1.03091109320228 0.343 0.119 1.86257414505222e-269
CD83 3.20803737248061e-53 -1.03022814072892 0.077 0.145 1.11065461872651e-48
COX7A1 0 -1.02817903451981 0.005 0.32 0
ANKRD12 3.79868785076102e-88 -1.02744732970373 0.663 0.619 1.31514372081197e-83
ITGBL1 0 -1.02561699349729 0.002 0.197 0
LBH 0 -1.02529733444095 0.028 0.295 0
PDGFRA 0 -1.02478424206442 0.001 0.233 0
TANK 2.20935901260304e-117 -1.0242511825536 0.348 0.428 7.64902183753298e-113
SERPINB9 0 -1.02393168155303 0.008 0.208 0
RPS9 0 1.02049378936388 0.988 0.913 0
NCKAP5 1.52068799384382e-140 -1.02019581225394 0.095 0.232 5.26477390348667e-136
POSTN 0.0977859108635903 -1.01915525478445 0.114 0.115 1
STK4 1.31207817819603e-142 -1.01895311686678 0.152 0.286 4.54254586073248e-138
SEPTIN11 0 -1.01736465871311 0.042 0.349 0
ADH1B 4.80684501941335e-245 -1.0171904867543 0.002 0.157 1.66417781417109e-240
PDZK1IP1 0 1.01486049664107 0.578 0.056 0
CD34 5.35817172780462e-308 -1.01371012854438 0.001 0.19 1.85505263388324e-303
TMEM134 0 1.01329670033559 0.824 0.233 0
ANKRD28 7.56061914700307e-164 -1.01241066212284 0.188 0.334 2.61756195488393e-159
TRBC2 2.8657362712941e-177 -1.01225160865872 0.003 0.12 9.92146554484732e-173
FOSL1 0 1.01171386905605 0.546 0.083 0
LAPTM4A 2.78528213367964e-182 -1.00910587183639 0.782 0.681 9.64292527501227e-178
HERC1 1.99590551952305e-205 -1.00880005477791 0.247 0.408 6.91002449914075e-201
LINC00910 3.83737996607862e-170 -1.00859059420177 0.082 0.232 1.32853931805608e-165
TEX41 7.27027606644808e-255 -1.00753131187033 0.001 0.16 2.51704227696499e-250
ZNF521 0 -1.00640408078985 0.005 0.266 0
PLP2 0 1.00617278904385 0.913 0.45 0
RPL26 0 1.00494365868447 0.991 0.937 0
RHOH 2.10825283340498e-211 -1.00405457204952 0.002 0.136 7.29898213453138e-207
DKK2 6.31499118378848e-306 -1.00086235021196 0.002 0.191 2.18631309773941e-301
ISG15 0 -1.00075993676684 0.022 0.233 0
BATF 1.6041989614287e-211 -0.998887293840103 0.002 0.138 5.55389722436231e-207
HSPA1A 2.02335340244236e-19 -0.998692149650983 0.936 0.815 7.0050518145957e-15
FCGRT 2.83069079964499e-215 -0.998657106307504 0.355 0.475 9.80013461745091e-211
MIR99AHG 3.68422385499142e-41 -0.998288138008342 0.286 0.323 1.27551514083658e-36
GATA3 0 0.995866194007718 0.663 0.089 0
SMCHD1 4.54342235948226e-210 -0.995332974957933 0.28 0.435 1.57297825507635e-205
MFGE8 1.42771689335916e-262 -0.994711445319607 0.139 0.34 4.94289865649875e-258
