p_val avg_log2FC pct.1 pct.2 p_val_adj
NUSAP1 0 1.92185931283357 0.787 0.048 0
UBE2C 0 1.91821310762322 0.537 0.004 0
COL6A3 2.81483169759356e-27 -1.89273510509923 0.007 0.322 9.74522882023868e-23
PMP22 7.34242459630598e-41 -1.88945300267809 0.026 0.45 2.54202081948709e-36
PCLAF 0 1.88861783821665 0.735 0.011 0
IGFBP4 1.42395729654913e-27 -1.88571347992178 0.162 0.456 4.92988255638275e-23
FTL 1.01081242886832e-57 -1.88064334890178 0.849 0.897 3.49953370998501e-53
NRARP 7.75738558427078e-112 1.8747405395683 0.691 0.183 2.68568446313039e-107
FBLN1 0.814326433573355 -1.87016231018061 0.39 0.297 1
TPM2 2.567815539811e-09 -1.85628463024011 0.173 0.315 8.89003418037968e-05
MFAP4 2.56538250228926e-25 -1.85416719950284 0 0.294 8.88161076117566e-21
MALAT1 4.41457574169691e-74 -1.84559091968648 0.897 0.958 1.52837026753289e-69
GNG11 8.17067102416491e-35 -1.83894780499779 0.015 0.393 2.82876801527613e-30
S100A8 1.03042744843659e-158 1.82549094190052 0.471 0.058 3.56744286923232e-154
MCTP1 4.74617202304856e-11 -1.82544832685581 0.004 0.145 1.64317221609964e-06
MKI67 0 1.82324690034425 0.688 0.004 0
TUBB4B 8.91839011206751e-90 1.81826377403068 0.901 0.514 3.08763584069889e-85
C3 5.38506363658461e-15 -1.80741694080592 0.004 0.191 1.86436288162196e-10
HMGN2 1.07587164718683e-109 1.80319014294957 0.96 0.544 3.72477522972552e-105
HLA-DRB1 4.46017614649254e-10 -1.79811764629 0.07 0.22 1.54415758367718e-05
PTPRC 5.81701322212049e-15 -1.78130776463958 0.011 0.202 2.01390814763033e-10
LHFPL6 1.59573073037243e-32 -1.7773630544098 0.088 0.437 5.5245793616224e-28
ZEB1 8.13414859689455e-43 -1.75785724393512 0.022 0.456 2.81612358573086e-38
CALD1 6.79199551799733e-14 -1.75673733924088 0.544 0.559 2.35145676828586e-09
DSG3 5.71932909569854e-291 1.74845104804817 0.768 0.09 1.98008892622179e-286
TIMP2 1.09404525952458e-43 -1.73739122110982 0.026 0.467 3.78769409300005e-39
RHOV 3.40127422905662e-209 1.73716661790708 0.662 0.093 1.17755515084169e-204
CD81 4.99843783184081e-30 -1.72129853818801 0.728 0.736 1.73050916176161e-25
AQP1 4.20924996627955e-16 -1.69405864739589 0.015 0.218 1.45728443082564e-11
LGALS7 4.58347836241913e-251 1.69394922346896 0.724 0.089 1.58684604385313e-246
HIST1H3D 6.97302124148031e-143 1.69321010400666 0.445 0.06 2.4141296840129e-138
IL7R 2.62273559452106e-11 -1.6896267778456 0.004 0.148 9.08017290179135e-07
TUBB 2.18907124521447e-92 1.68459036635612 0.945 0.566 7.57878355805701e-88
IFITM2 2.30223320946832e-51 -1.67774952491867 0.07 0.555 7.97056159450028e-47
HPGD 2.60920457508476e-06 -1.67463103447859 0.243 0.125 0.0903332715940096
MT2A 1.0694979798144e-62 1.66574536703038 0.945 0.577 3.70270895591544e-58
PTPRG 5.41866883611523e-30 -1.65751393863396 0.055 0.388 1.87599733775145e-25
SLC25A5 4.2402503852231e-97 1.64293558275805 0.926 0.523 1.46801708586809e-92
ASPM 0 1.63879703789732 0.618 0.005 0
RPLP1 2.16394467471626e-114 1.62852067348553 0.989 0.959 7.49179285833518e-110
GADD45B 3.76809770353671e-09 -1.62818551566017 0.482 0.558 0.000130455310594145
DSG1 4.71447983695494e-246 1.62492899202385 0.761 0.099 1.63220006435217e-241
CELF2 2.17877225679439e-39 -1.62189786908452 0.026 0.439 7.54312743024786e-35
PLCB1 5.59252354424781e-23 -1.62076169801446 0.011 0.285 1.93618757625403e-18
HIST1H3B 0 1.61861324431455 0.441 0.004 0
NNMT 2.20804524497566e-29 -1.61288543200379 0.015 0.346 7.64447344263022e-25
MEF2C 5.50946552376005e-32 -1.61193386467086 0.004 0.358 1.90743205898097e-27
AQP3 8.60404156452016e-151 1.59813982890674 0.754 0.161 2.97880523005253e-146
HLA-DPB1 4.14831434419527e-10 -1.59419631332457 0.081 0.233 1.43618790910385e-05
CPE 1.28857948662297e-23 -1.59299560308588 0.037 0.321 4.46119104063738e-19
SPRY1 6.59705662614226e-26 -1.58881583155461 0.074 0.371 2.28396697453671e-21
RARRES2 3.28754870161587e-17 -1.58533496355628 0.114 0.339 1.13818223598643e-12
MIF 3.74530364066166e-102 1.57730060724838 0.96 0.765 1.29666157343347e-97
NAV3 5.34930137343233e-24 -1.56705869302055 0.011 0.294 1.85198162849601e-19
BICC1 6.31606249491162e-18 -1.56574399935383 0.07 0.297 2.18668399636335e-13
CD69 8.7371127415079e-11 -1.56210516880116 0.011 0.152 3.02487580223745e-06
NMU 0 1.56065628740381 0.654 0.017 0
RGCC 3.8045557817027e-09 -1.55220511110597 0.158 0.287 0.000131717525718329
RGS16 1.79017304335253e-09 -1.55133275682553 0.081 0.22 6.19775809339078e-05
HMGB1 1.39234211273166e-123 1.55101685766696 0.971 0.841 4.82042762848829e-119
IFI27 3.09244322443131e-12 -1.54925316742272 0.081 0.263 1.07063476873036e-07
CDKN3 0 1.54636911063027 0.629 0.024 0
IMPA2 8.54397240583863e-242 1.53434869897748 0.831 0.133 2.95800868662539e-237
FN1 3.87500806791254e-25 -1.52555040936914 0.007 0.3 1.341566543192e-20
FABP4 7.01216089967194e-07 -1.52543248951181 0.011 0.101 0.0242768022507542
CENPW 0 1.52424997757037 0.787 0.048 0
BIRC5 0 1.51812507571495 0.669 0.005 0
GEM 1.17010824829248e-19 -1.51684084312264 0.04 0.29 4.05103176641339e-15
LRMDA 7.04845643323616e-27 -1.51680012416045 0.018 0.333 2.44024610175069e-22
TUBA1C 1.19084301734848e-82 1.51329919928781 0.842 0.36 4.12281761036218e-78
PTMA 4.52024640967729e-133 1.51157681314661 0.996 0.959 1.56495450949437e-128
CTSK 6.4728467711063e-16 -1.50803141748249 0.096 0.302 2.24096428062471e-11
ARL15 2.36405165402977e-12 -1.50787905624135 0.18 0.355 8.18458323141646e-08
PKP1 6.23586447475407e-260 1.50568345387957 0.768 0.099 2.15891863980461e-255
FBLN2 2.51348317141138e-24 -1.50272358393103 0.011 0.296 8.70193008774335e-20
DPT 2.67058751796514e-20 -1.50116963469509 0 0.244 9.24584104594711e-16
PTPRM 1.88155675479026e-17 -1.50028796701006 0.07 0.296 6.51413764075935e-13
COL17A1 0 1.49927417930973 0.533 0.031 0
PHGDH 1.04610341893228e-196 1.4977845499064 0.831 0.168 3.62171464668544e-192
AKT3 1.37236754708307e-40 -1.49469486158169 0.062 0.483 4.7512736847563e-36
MT1G 7.83561589014701e-265 1.49247244505662 0.496 0.04 2.7127685773278e-260
SNED1 3.97547594886147e-24 -1.49138438995132 0.007 0.291 1.37634952825533e-19
CKS2 1.43200326421467e-146 1.48870739362831 0.794 0.188 4.9577385010376e-142
COL15A1 7.9054106153788e-26 -1.48752244777457 0 0.299 2.7369322091503e-21
RPLP0 6.89453926789383e-115 1.48137039608068 0.985 0.819 2.38695843993752e-110
PCOLCE 2.43772126818758e-27 -1.48081197287803 0.026 0.339 8.43963480259224e-23
FBXL7 2.3708978606712e-28 -1.4807169066721 0.015 0.34 8.20828548342977e-24
MMP2 7.390192598949e-21 -1.47492462361858 0.004 0.254 2.55855857968213e-16
FBN1 4.4078450028784e-28 -1.47026705085373 0.007 0.327 1.52604001844653e-23
INPP4B 2.81066229608098e-25 -1.46509186405094 0.018 0.318 9.73079393526196e-21
LRP1 1.28155662203864e-19 -1.46139640040832 0.107 0.345 4.43687718115999e-15
UTRN 1.75677670036751e-24 -1.46108488612163 0.316 0.536 6.08213661434237e-20
CCNB1 0 1.45871406979997 0.489 0.023 0
ROBO2 9.1101324934174e-11 -1.45518082038145 0.059 0.213 3.15401897054604e-06
EEF1B2 1.72975828894185e-100 1.45241388431692 0.971 0.817 5.98859617214559e-96
SLIT2 1.42965985584492e-16 -1.44979344333032 0.048 0.262 4.94962538692068e-12
IL32 5.00665790222432e-18 -1.44923374464366 0.04 0.279 1.73335503232908e-13
RRM2 0 1.44637132653962 0.588 0.005 0
CALML5 0.0705027717220425 -1.44439166446511 0.125 0.086 1
TPX2 0 1.43820859460817 0.665 0.012 0
HES1 1.47609932970169e-44 1.43217011771287 0.779 0.421 5.11040348936023e-40
CCL27 0 1.43037955356093 0.57 0.025 0
FYN 3.05425299742672e-32 -1.42832800147731 0.077 0.438 1.0574129302391e-27
TMEM176B 1.52218408973264e-24 -1.42805000178342 0 0.287 5.26995353706337e-20
PAM 6.46613708108565e-30 -1.4264486681279 0.107 0.434 2.23864131884266e-25
FXYD1 2.33861706181524e-33 -1.42598719253488 0.011 0.376 8.09652612971056e-29
LAMA4 2.56944178679022e-29 -1.41532030329698 0.026 0.357 8.89566441004641e-25
ELMO1 6.3363886819136e-20 -1.4037772896113 0.015 0.26 2.19372112556531e-15
ANLN 0 1.39933987699057 0.61 0.005 0
AEBP1 4.90041815771409e-28 -1.39765629846413 0.007 0.328 1.6965737703822e-23
ARHGAP15 9.48918854593084e-20 -1.39634644161268 0.015 0.263 3.28525196648672e-15
SYNE1 5.10465943738222e-25 -1.38913278175553 0.158 0.435 1.7672841438161e-20
CD99 6.26875985744056e-32 -1.38884830491049 0.691 0.727 2.1703073502445e-27
PECAM1 9.77069754140849e-10 -1.38739469778786 0.007 0.133 3.38271319581103e-05
RAN 3.03561815304599e-97 1.38738102438233 0.93 0.587 1.05096136076605e-92
TP63 1.72837874871714e-234 1.38666693005472 0.706 0.094 5.98382006593362e-230
SPTBN1 6.89908007471435e-17 -1.38644658851383 0.456 0.553 2.38853051266686e-12
CENPU 0 1.37949842245876 0.684 0.037 0
HINT1 1.37082604469556e-86 1.37892710267841 0.938 0.72 4.7459368493405e-82
MAML2 4.38140849310345e-27 -1.37528140567449 0.246 0.514 1.51688743439734e-22
PPP1R14B 1.53799280669117e-97 1.37430887987265 0.886 0.406 5.3246848960455e-93
SAMSN1 1.06115851237288e-11 -1.37420764167882 0.018 0.175 3.67383688568615e-07
TMEM238 1.80576025962877e-185 1.36824135386183 0.787 0.154 6.25172259486075e-181
ANK2 3.4178082576449e-25 -1.3627481191338 0.015 0.309 1.18327939687924e-20
POSTN 0.0338935092556541 -1.36272901287727 0.081 0.115 1
PHLDA1 3.85026797379534e-19 -1.36230165551847 0.066 0.309 1.33300127520769e-14
ADAMTS9-AS2 1.01362808765053e-25 -1.36067330194837 0.029 0.328 3.50928180225491e-21
ABI3BP 2.2613819443693e-17 -1.35939151586525 0.048 0.272 7.82913042960097e-13
EMP3 5.13771087489905e-32 -1.35584193219269 0.199 0.525 1.7787268819988e-27
CKS1B 1.57332528899868e-115 1.35158584631689 0.772 0.245 5.44700948304234e-111
DCLK1 2.69351191388134e-22 -1.34387048564784 0.015 0.283 9.32520759704859e-18
S100A7 2.76055753181449e-100 1.34230909942257 0.349 0.05 9.55732623089494e-96
SAT1 3.50204511537068e-07 -1.34197644499333 0.482 0.544 0.0121244303939248
COL4A2 3.68979747668739e-28 -1.33386971742779 0.022 0.349 1.27744478440394e-23
LSAMP 1.0837435641933e-14 -1.33365254096444 0.029 0.22 3.75202859359361e-10
FSTL1 4.44384237667245e-25 -1.33351804754411 0.059 0.351 1.53850266922777e-20
TGFBR2 1.17624821392716e-23 -1.33031962755146 0.147 0.422 4.07228894143721e-19
PRC1 0 1.32484600449142 0.706 0.029 0
TYMS 0 1.32483912469886 0.632 0.016 0
COL4A1 2.19642635628929e-25 -1.32310977920254 0.022 0.323 7.60424768810915e-21
EMCN 4.13831411682806e-17 -1.32085721370762 0.004 0.215 1.43272573038704e-12
RUNX1T1 2.15821652507783e-29 -1.32031164492083 0 0.331 7.47196143147194e-25
TWIST1 1.39808381155084e-25 -1.31989912388883 0.007 0.308 4.84030596397016e-21
HOPX 8.66954712059187e-97 1.31792224569362 0.651 0.174 3.00148390862011e-92
CDC20 0 1.31714211199156 0.434 0.006 0
TM4SF1 0.319062126772432 -1.3136210761182 0.217 0.213 1
TXN 2.65006936883231e-82 1.31337682115148 0.945 0.681 9.17480516183433e-78
COL14A1 1.88871657508779e-20 -1.30997656949431 0.015 0.263 6.53892565461143e-16
KLF2 2.78240523531828e-16 -1.3095533101311 0.158 0.365 9.6329651651954e-12
THY1 1.28090703540548e-21 -1.30505163654938 0.004 0.264 4.43462824727731e-17
TSC22D3 1.09005889470267e-25 -1.30193631206582 0.143 0.433 3.77389289935011e-21
TPM1 1.03761127400415e-10 -1.30169053557963 0.265 0.402 3.59231399172977e-06
SMC4 5.79993873974688e-173 1.30047498630829 0.768 0.152 2.00799679108777e-168
TACC1 1.19231372114473e-29 -1.29918883640699 0.129 0.446 4.12790933397516e-25
AHR 2.23210787572356e-17 -1.29237099688009 0.489 0.585 7.72778067654252e-13
LPP 5.45902104681642e-28 -1.29061101938144 0.375 0.589 1.88996767661831e-23
TXNIP 6.96910216276103e-14 -1.28865693950863 0.625 0.645 2.4127728597695e-09
NRP1 3.34001012602769e-18 -1.28752492451558 0.129 0.354 1.15634490573205e-13
TTC28 4.19764046261186e-27 -1.28359412453575 0.074 0.386 1.45326510456085e-22
PPIA 4.09214030916245e-100 1.28187980605901 0.967 0.836 1.41673989643513e-95
KLF5 9.70110968943086e-119 1.2811402452857 0.728 0.184 3.35862118557786e-114
COL5A2 2.69741515923763e-21 -1.27984790047612 0.07 0.329 9.33872102279659e-17
COL12A1 2.20741982065382e-13 -1.27904786000566 0.062 0.246 7.64230816108559e-09
MZT2B 4.51848709724126e-96 1.27853168630319 0.952 0.672 1.5643454179359e-91
CDK1 0 1.27625829220544 0.636 0.009 0
ITGB1 2.17194740883483e-31 -1.2737988912028 0.555 0.688 7.51949912412706e-27
RPS2 1.10229063187784e-89 1.27299110011776 0.993 0.896 3.81624039662426e-85
KAZN 8.59793185953224e-05 -1.27072551157674 0.316 0.351 1
EPS8 7.79652336999737e-19 -1.26837697396544 0.173 0.4 2.69923435592679e-14
MZT2A 1.55899019866926e-103 1.26492181739096 0.901 0.389 5.39737996681285e-99
RPSA 6.53852456075085e-90 1.26285403421676 0.952 0.788 2.26370258817755e-85
CCN1 1.29818328210312e-06 -1.26278721834797 0.21 0.314 0.0449444034096922
RPS6 7.30071207287146e-95 1.25562707399612 0.985 0.916 2.52757952674883e-90
PDGFRB 5.13875544672016e-26 -1.25342614363908 0 0.3 1.77908852320899e-21
FXYD3 3.15637251401252e-203 1.25315241975749 0.787 0.122 1.09276772807627e-198
PALM2-AKAP2 7.06834122055997e-18 -1.25038462396251 0.085 0.315 2.44713041397007e-13
S100A16 1.19355678634826e-97 1.24997260003529 0.853 0.321 4.13221295001633e-93
RANBP1 3.34684444015408e-84 1.24972316491094 0.831 0.371 1.15871101362574e-79
REV3L 7.86236534383083e-16 -1.24734567148837 0.357 0.488 2.72202950568767e-11
CXCL14 5.52588839171221e-24 -1.24462830975009 0.79 0.336 1.91311782009469e-19
HIST1H1D 6.56140876597024e-118 1.24230027885305 0.445 0.068 2.27162532886656e-113
HIST1H2AG 2.45085680872305e-211 1.23876801357099 0.423 0.036 8.48511135748007e-207
PCNA 2.51537767099314e-126 1.23727262059972 0.662 0.155 8.70848903474536e-122
VCAN 1.05799726612257e-17 -1.23605189976499 0.026 0.254 3.66289233504296e-13
NR2F2 5.63043728927989e-18 -1.23160583659324 0.033 0.26 1.94931369392159e-13
LDLRAD4 3.41347640385375e-23 -1.22975729277692 0.037 0.317 1.18177966577821e-18
DOCK4 9.45563128575428e-16 -1.22947292254811 0.059 0.271 3.27363410744099e-11
GAPDH 3.32996242891571e-83 1.22396822742203 0.971 0.86 1.15286629251491e-78
FCGRT 1.05173426501094e-23 -1.22078686638135 0.239 0.475 3.64120919889438e-19
PLP2 4.8956567010211e-83 1.21775152173005 0.879 0.45 1.69492530646052e-78
COL18A1 7.89114844569909e-12 -1.21646912280766 0.235 0.378 2.73199450338548e-07
ENO1 1.83563689371256e-77 1.21430220999583 0.934 0.58 6.35515848972225e-73
JUP 9.71808188036494e-137 1.21246895344338 0.787 0.185 3.36449712780114e-132
TMPO 2.02646668984411e-142 1.21174333502088 0.798 0.192 7.01583032690929e-138
RPS19 5.57131127758495e-91 1.21034736736516 0.989 0.929 1.92884367741269e-86
PI16 9.38109657056496e-13 -1.21014291870938 0.004 0.165 3.2478294436953e-08
ETS1 8.56489152179556e-23 -1.2093374303665 0.099 0.379 2.96525109376084e-18
NME1 5.61261139724101e-121 1.20900763798166 0.794 0.232 1.94314219183881e-116
HSPG2 9.98156840718466e-16 -1.20777293858579 0.151 0.347 3.4557187982514e-11
NR4A2 1.38702770954733e-11 -1.20502604104488 0.176 0.339 4.80202863322381e-07
SDCBP 3.04144205439343e-21 -1.19809266118825 0.287 0.496 1.05297765365155e-16
MAD2L1 0 1.19358802509694 0.632 0.021 0
DUT 1.0497802847132e-53 1.18785441204702 0.794 0.437 3.63444432370558e-49
DEK 2.9014862028474e-80 1.18579270585954 0.901 0.485 1.0045235382878e-75
SH3KBP1 4.6971559185459e-32 -1.17913229464946 0.029 0.386 1.62620235055978e-27
TFPI 4.30824872130811e-22 -1.17907074651271 0.026 0.295 1.49155878980408e-17
NR3C1 1.0674213886367e-16 -1.17056818372555 0.445 0.567 3.69551958959911e-12
EPAS1 5.59847799204078e-07 -1.16825335335399 0.21 0.305 0.0193824906562444
VWF 3.31491316648231e-07 -1.16816747265657 0.007 0.1 0.0114765608736784
FAM107B 2.0259401626705e-11 -1.16667304562966 0.147 0.314 7.01400743718154e-07
RPS8 1.25940356351461e-93 1.16442358115728 0.989 0.947 4.36018107724394e-89
SOCS3 3.13613573220068e-13 -1.16391275879745 0.143 0.333 1.0857615518452e-08
PSAP 6.17227180337545e-19 -1.16372566454226 0.489 0.578 2.13690222104662e-14
TNXB 1.52089221081125e-21 -1.16369574216171 0.011 0.27 5.26548092304964e-17
SNHG29 1.9068537412203e-71 1.16305757834922 0.949 0.779 6.6017183374788e-67
RBMS1 1.57659290133287e-22 -1.16298405899871 0.316 0.528 5.45832228370453e-18
SELENOP 2.06704958890028e-05 -1.16219353669719 0.496 0.47 0.715633238173165
RAMP2 2.50176426989561e-09 -1.16088793788231 0.051 0.186 8.66135807880559e-05
LTB 1.37566541588887e-08 -1.16067807010107 0.011 0.124 0.000476269123634887
SMYD3 7.10470665457798e-09 -1.15872452763071 0.279 0.394 0.000245972049088144
HNRNPA1 6.14685774179033e-83 1.15775367502778 0.952 0.744 2.12810361878523e-78
TWIST2 3.82495290084015e-19 -1.15489670419588 0.015 0.25 1.32423694379987e-14
HIST1H1A 3.88064836136856e-196 1.15307783807208 0.331 0.023 1.34351926918941e-191
EGFL7 2.69349760616335e-10 -1.15276473646175 0.011 0.146 9.32515806229812e-06
CAVIN1 2.32800552967452e-12 -1.14776416759717 0.397 0.477 8.05978794428616e-08
NAMPT 0.000262224843818091 -1.147057944721 0.537 0.501 1
JPT1 2.71307141275556e-84 1.1468769498776 0.71 0.225 9.39292453810102e-80
HLA-DQB1 1.79190631555621e-05 -1.14627568883379 0.081 0.17 0.620375885508716
TSHZ2 2.62489466425709e-06 -1.14548706331877 0.217 0.311 0.0908764781712446
CCNB2 0 1.14388043126368 0.471 0.005 0
CCN5 1.08114174073468e-11 -1.14372183856695 0 0.147 3.74302082059754e-07
SORBS2 2.34434804228692e-09 -1.14170235943631 0.022 0.15 8.11636735720154e-05
SNRPB 2.10618818972828e-77 1.14059680438339 0.882 0.476 7.29183413165827e-73
DIAPH3 0 1.1402570103932 0.54 0.009 0
KRT6B 0.0110102826071687 -1.13817525522399 0.136 0.085 1
IGFBP6 1.286428553092e-10 -1.1360218266167 0.033 0.179 4.4537442936598e-06
HLA-DPA1 1.0013861182184e-11 -1.13126593651627 0.026 0.19 3.46689887988394e-07
SLC9A3R2 1.13562034698124e-16 -1.12487681480045 0.026 0.239 3.93163120328376e-12
IL6ST 3.95708680447521e-20 -1.12432872312506 0.375 0.535 1.36998302257736e-15
FTX 9.63056093859166e-20 -1.12389179798758 0.312 0.513 3.33419650254982e-15
CENPX 5.10381682476851e-80 1.12382920830455 0.732 0.264 1.7669924229031e-75
RPS5 3.8036636697348e-76 1.12382864480013 0.974 0.873 1.31686639909888e-71
