gene_ids,gene_names,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000173221,GLRX,0.354452904493778,0.300441449693461,0.408464359294095,4.69429722457033,13.5424508932386,9.41429761389527e-13,2.60038590591811e-10,19.2844467019183
ENSG00000172350,ABCG4,0.358086453742258,0.303474235529165,0.412698671955351,0.941015274594217,13.5307752538236,9.58950677623351e-13,2.60535894758226e-10,19.2662915709413
ENSG00000112294,ALDH5A1,0.449845685209172,0.381145262866687,0.518546107551656,1.38474445703184,13.5122837770388,9.87394296155832e-13,2.63936865648235e-10,19.237510646248
ENSG00000169252,ADRB2,-0.285361060129721,-0.329117135629636,-0.241604984629805,3.06542867802775,-13.4580132614194,1.07603210274e-12,2.83064762519206e-10,19.1528468929747
ENSG00000071282,LMCD1,-0.269479443899803,-0.310851009941165,-0.228107877858442,-0.657531496067769,-13.4415170436674,1.10457880529039e-12,2.85647187153511e-10,19.1270545230053
ENSG00000178597,PSAPL1,0.583730502695602,0.494054418811253,0.673406586579951,1.29198777094235,13.432608539683,1.12032022958898e-12,2.85647187153511e-10,19.1131145693465
ENSG00000159337,PLA2G4D,0.51481035028782,0.435534799344225,0.594085901231416,2.60815952429067,13.4008580244528,1.17834038805327e-12,2.95888412897073e-10,19.0633675207606
ENSG00000158014,SLC30A2,0.298049777383918,0.252088184749303,0.344011370018533,-0.741455128996643,13.3819171814405,1.2144271395859e-12,3.00398522154583e-10,19.0336430447698
ENSG00000135318,NT5E,-0.49968718348182,-0.577138733108655,-0.422235633854985,4.95033134139869,-13.3135141470168,1.35457485538906e-12,3.27793602327565e-10,18.9259977383164
ENSG00000084731,KIF3C,-0.298389184349158,-0.344655760190518,-0.252122608507797,3.10656957820892,-13.3088436674942,1.36473532616919e-12,3.27793602327565e-10,18.9186307615284
ENSG00000270365,CDC42EP5,-0.270609787701493,-0.312847919588915,-0.228371655814072,3.32136552737071,-13.2209725590277,1.57134821764784e-12,3.64739270053682e-10,18.7796184730302
ENSG00000167617,CDC42EP5,-0.270609787701493,-0.312847919588915,-0.228371655814072,3.32136552737071,-13.2209725590277,1.57134821764784e-12,3.64739270053682e-10,18.7796184730302
ENSG00000261931,CDC42EP5,-0.275077734465575,-0.318058054098552,-0.232097414832597,3.27228838018661,-13.2071893139317,1.6065870218982e-12,3.64739270053682e-10,18.7577426816794
ENSG00000263030,CDC42EP5,-0.275077734465575,-0.318058054098552,-0.232097414832597,3.27228838018661,-13.2071893139317,1.6065870218982e-12,3.64739270053682e-10,18.7577426816794
ENSG00000163331,DAPL1,0.550055264614193,0.463961040198068,0.636149489030319,4.74849423856271,13.1842950306685,1.66694008720052e-12,3.73327000880733e-10,18.7213639914021
ENSG00000187223,LCE2D,0.636039518983567,0.535815625336069,0.736263412631064,2.77670617704393,13.0959628612875,1.92270836759311e-12,4.24867277014942e-10,18.58050632319
ENSG00000108932,SLC16A6,0.30862529836345,0.259909108429346,0.357341488297553,0.0198663800958337,13.0732273231613,1.99490150017013e-12,4.31594463696949e-10,18.5441226360554
ENSG00000118508,RAB32,-0.320183293536775,-0.370736216012242,-0.269630371061307,4.25951707769878,-13.0700426724126,2.00523584774423e-12,4.31594463696949e-10,18.5390220151987
ENSG00000070778,PTPN21,0.234779946775835,0.197661282599313,0.271898610952357,4.66269159505086,13.0524869160391,2.0632092925147e-12,4.34848775660653e-10,18.510885598379
ENSG00000197915,HRNR,0.436613114354618,0.367569512479375,0.50565671622986,0.469805910055028,13.0496222977533,2.07283251536786e-12,4.34848775660653e-10,18.5062915075416
ENSG00000231372,MICB,-0.215860501104693,-0.250023190934631,-0.181697811274755,-1.26123172967999,-13.0390433189989,2.10877571455448e-12,4.36859248966392e-10,18.4893183236052
ENSG00000144712,CAND2,-0.211048784070122,-0.244602429758144,-0.1774951383821,-0.758214400229317,-12.9797923677353,2.322376665122e-12,4.75169734210703e-10,18.394041846388
ENSG00000121297,TSHZ3,-0.190279955554451,-0.220597713802254,-0.159962197306648,0.748089338730988,-12.951514642898,2.43210318207578e-12,4.83202053232199e-10,18.3484431912541
ENSG00000140682,TGFB1I1,-0.267941760643945,-0.310641156564793,-0.225242364723097,3.21306818795695,-12.949210209076,2.44127857807028e-12,4.83202053232199e-10,18.3447235814056
ENSG00000110675,ELMOD1,0.521128032963983,0.438068128182913,0.604187937745054,1.73631883953665,12.9472523279725,2.44910230323446e-12,4.83202053232199e-10,18.3415629139895
ENSG00000147100,SLC16A2,-0.332902503859442,-0.386193176050929,-0.279611831667956,2.06240025093509,-12.8911145778516,2.68483843464813e-12,5.23480322087336e-10,18.2507689797239
ENSG00000133121,STARD13,-0.334684038551552,-0.388350811317538,-0.281017265785566,0.829829396284307,-12.869276328877,2.7827853159332e-12,5.3626861675536e-10,18.2153605988451
ENSG00000112293,GPLD1,0.234406932027114,0.196706937675432,0.272106926378796,3.0079939774771,12.8308010440823,2.96445732798187e-12,5.64712083869466e-10,18.1528560868423
ENSG00000196189,SEMA4A,0.210718689587437,0.176638188076422,0.244799191098451,3.92993565306225,12.7591482927474,3.33626580153903e-12,6.2831742191939e-10,18.0360406924654
ENSG00000269741,KLK9,0.560430247104681,0.469702441080369,0.651158053128994,2.25075117295003,12.7469347560013,3.40431124572809e-12,6.28616591429504e-10,18.0160751973684
ENSG00000169860,P2RY1,0.296897637010399,0.248826719232625,0.344968554788174,1.38117730138886,12.7452668393988,3.41371467016566e-12,6.28616591429504e-10,18.0133474318558
ENSG00000108839,ALOX12,0.338461779899436,0.283530878406872,0.393392681391999,1.92544421504333,12.7150336161447,3.58890790448769e-12,6.5361506264917e-10,17.9638522002337
ENSG00000103485,QPRT,-0.403920367920949,-0.469696581901975,-0.338144153939923,3.95954410951784,-12.672184465263,3.85330900965167e-12,6.91425424439419e-10,17.8935378784448
ENSG00000206461,C6orf15,0.3229852429115,0.270371643777426,0.375598842045574,-0.26573031314191,12.6680355554415,3.87995923929681e-12,6.91425424439419e-10,17.8867193070016
ENSG00000167105,TMEM92,-0.312169334139389,-0.363103881548836,-0.261234786729942,1.24497145075775,-12.6474331259622,4.0151535386874e-12,7.07905740390066e-10,17.8528329764519
ENSG00000074964,ARHGEF10L,0.321159822833289,0.268230518395882,0.374089127270696,3.82926721541925,12.5213059689542,4.95637049512645e-12,8.41010863491312e-10,17.6443967771764
ENSG00000169855,ROBO1,0.195666322396759,0.163418933397052,0.227913711396465,4.57625632282096,12.5212051466383,4.95720808480534e-12,8.41010863491312e-10,17.6442294788573
ENSG00000187054,TMPRSS11A,0.458596985741769,0.38301245904039,0.534181512443148,0.117761516689299,12.5205354768532,4.9627751428746e-12,8.41010863491312e-10,17.6431182425171
ENSG00000159455,LCE2B,0.673808112176916,0.562579796681918,0.785036427671915,3.90940532996273,12.5010208750898,5.12787829115922e-12,8.41010863491312e-10,17.6107149596629
ENSG00000170379,FAM115C,0.254812749435827,0.212732822517578,0.296892676354076,0.163848946067038,12.4959932580706,5.17132890298501e-12,8.41010863491312e-10,17.6023601546482
ENSG00000267951,L1CAM,-0.385591920365064,-0.449274362119664,-0.321909478610463,0.48835230275828,-12.4949011108196,5.18081796208593e-12,8.41010863491312e-10,17.6005448842374
ENSG00000198910,L1CAM,-0.385591920365064,-0.449274362119664,-0.321909478610463,0.48835230275828,-12.4949011108196,5.18081796208593e-12,8.41010863491312e-10,17.6005448842374
ENSG00000183018,SPNS2,0.456445666459388,0.381021607736054,0.531869725182722,3.15813904986397,12.4883135551355,5.238437206151e-12,8.41010863491312e-10,17.5895929111512
ENSG00000182687,GALR2,0.273057603147922,0.22792109032552,0.318194115970323,-1.46540554346365,12.4839170932318,5.27726051682379e-12,8.41010863491312e-10,17.5822810865101
ENSG00000187123,LYPD6,-0.300627952023478,-0.350321990653515,-0.250933913393441,0.172760157992229,-12.4838824385183,5.27756771876525e-12,8.41010863491312e-10,17.582223443447
ENSG00000187800,PEAR1,-0.272556832953155,-0.317699259618768,-0.227414406287542,0.630199002450977,-12.4593899419645,5.49938516982119e-12,8.68012480185206e-10,17.5414513818713
ENSG00000157168,NRG1,-0.334068618570723,-0.389676703608133,-0.278460533533314,3.21554007354935,-12.3971640084552,6.10743435438166e-12,9.5489159957705e-10,17.4375739583866
ENSG00000149596,JPH2,-0.346858199289642,-0.404792151875245,-0.288924246704039,-0.932757899387763,-12.3550188047845,6.5584653964205e-12,1.01582660761567e-09,17.3669800579079
ENSG00000122778,KIAA1549,-0.231163356818885,-0.269804497086135,-0.192522216551635,-0.777452203778059,-12.3450730459184,6.66984729388521e-12,1.02351277038481e-09,17.3502925785988
ENSG00000229432,C6orf15,0.315277261983571,0.262512250208742,0.368042273758401,-0.368809298315333,12.3302310883563,6.8397163864858e-12,1.03995063920394e-09,17.3253699757341
ENSG00000143322,ABL2,-0.215412185476629,-0.251609510635824,-0.179214860317434,2.81938654537677,-12.2805662696917,7.44144307434224e-12,1.1211548733734e-09,17.2417979558551
ENSG00000186417,GLDN,0.278415597961993,0.231483085247192,0.325348110676794,-1.71833236125651,12.2417741038512,7.94942174414507e-12,1.18689879788933e-09,17.1763337046121
ENSG00000125398,SOX9,-0.273902966691623,-0.320122293111496,-0.227683640271751,3.87553087974122,-12.229191039157,8.12180085982186e-12,1.20180897901632e-09,17.1550634883525
ENSG00000106302,HYAL4,0.4928837268795,0.409676190782331,0.576091262976668,0.764710858325782,12.2238052690407,8.1967604141769e-12,1.20216734817835e-09,17.1459541448166
ENSG00000167641,PPP1R14A,-0.39983028166608,-0.467455429204535,-0.332205134127626,1.251166640158,-12.2009054737057,8.52356687849112e-12,1.23400578599531e-09,17.1071864008643
ENSG00000187720,THSD4,-0.219785381040242,-0.256966883761357,-0.182603878319126,2.55976573819933,-12.1982202058108,8.56276264945758e-12,1.23400578599531e-09,17.1026366455248
ENSG00000183760,PAPL,0.387288567338657,0.321670290057234,0.45290684462008,2.06751716762612,12.1796401651588,8.83913081051784e-12,1.26285271485097e-09,17.0711339522759
ENSG00000144583,4-Mar,-0.446980403306288,-0.522747544142455,-0.37121326247012,-0.62701103175553,-12.1739689372447,8.92531419195909e-12,1.26426694105417e-09,17.0615107207052
ENSG00000262275,SLC16A6,0.334654783122782,0.277873099653369,0.391436466592195,-0.284738219355772,12.1622346297777,9.10640891059915e-12,1.27898741419796e-09,17.0415880563255
ENSG00000125089,SH3TC1,-0.22429817592912,-0.262562158036641,-0.186034193821598,3.13520877210046,-12.0965126004884,1.01934459347352e-11,1.41963007963333e-09,16.9297223417121
ENSG00000158023,WDR66,-0.307732096388661,-0.36032645825525,-0.255137734522073,3.1642734485174,-12.0741956946207,1.05924161539796e-11,1.46290094099921e-09,16.8916275218068
ENSG00000235233,MICA,-0.176905182766281,-0.207187002150517,-0.146623363382046,1.42105768769721,-12.0554436381717,1.09401419673063e-11,1.49190737856262e-09,16.8595749759952
ENSG00000131686,CA6,0.417117632752913,0.345684766495918,0.488550499009908,-0.326050040369448,12.0499453611202,1.10443227090909e-11,1.49190737856262e-09,16.8501694347217
ENSG00000198854,C1orf68,0.525767279580816,0.435674876156206,0.615859683005426,2.18226609556973,12.0428696922911,1.11799046743537e-11,1.49190737856262e-09,16.8380605861311
ENSG00000108309,RUNDC3A,0.431007361815235,0.35714482487142,0.50486989875905,2.21439942198919,12.0416243031394,1.12039462006348e-11,1.49190737856262e-09,16.8359287277761
ENSG00000014257,ACPP,0.525013927920932,0.435022559051959,0.615005296789905,2.72099749726745,12.0391152519511,1.1252544640097e-11,1.49190737856262e-09,16.8316332052759
ENSG00000135917,SLC19A3,0.273271289263935,0.226375134221862,0.320167444306009,0.877244524842313,12.0248972477057,1.15320885454638e-11,1.51363128500866e-09,16.8072785372279
ENSG00000172824,CES4A,0.325546466536461,0.269663772175861,0.381429160897061,2.8515682705238,12.0215440963561,1.15990570926265e-11,1.51363128500866e-09,16.8015314764204
ENSG00000113369,ARRDC3,0.255160075562139,0.211237536744575,0.299082614379704,3.92806273034424,11.988087162798,1.22897170563497e-11,1.59123031855378e-09,16.7441197247823
ENSG00000164112,TMEM155,0.450020079889987,0.372388934006934,0.52765122577304,-1.29236770039658,11.9624600646623,1.28474499772806e-11,1.64776092381596e-09,16.7000589505954
ENSG00000154545,MAGED4,-0.2254113822919,-0.264307503359397,-0.186515261224403,-0.935630056348692,-11.9589804010746,1.29251746875083e-11,1.64776092381596e-09,16.69407065952
ENSG00000182389,CACNB4,0.464398036671984,0.384122369906317,0.544673703437651,-0.171306462905451,11.9379858203927,1.34045684550429e-11,1.69583139698798e-09,16.657911340146
ENSG00000049192,ADAMTS6,-0.371401181067426,-0.43567268850627,-0.307129673628582,0.67723385519532,-11.9247532036658,1.37161450027287e-11,1.72210356916836e-09,16.6350950702581
ENSG00000175315,CST6,0.482052448182024,0.398479927447196,0.565624968916851,4.29048383650665,11.9029715717863,1.42454408393364e-11,1.7751104588746e-09,16.5974951812469
ENSG00000179846,NKPD1,0.430438321821624,0.355768525804475,0.505108117838773,1.48505150704245,11.8957155218522,1.44264210381924e-11,1.78424683482061e-09,16.5849577426861
ENSG00000062096,ARSF,0.449846151815457,0.371626629451019,0.528065674179896,-0.333054841699037,11.8678884390991,1.51428387302366e-11,1.85897975019416e-09,16.5368212163103
ENSG00000122877,EGR2,0.356134809161572,0.294118783684718,0.418150834638425,-0.35863808303931,11.8504570362676,1.56102811204581e-11,1.90227344859818e-09,16.5066229106246
ENSG00000171056,SOX7,0.229140437075998,0.189218351543641,0.269062522608355,3.92479363651782,11.8444015255103,1.57761398919147e-11,1.90845230969856e-09,16.4961242262618
ENSG00000158220,ESYT3,0.318236491617742,0.262635274077405,0.373837709158078,1.68155548076435,11.8110982283447,1.67214749706317e-11,1.99853609235844e-09,16.4383104826497
ENSG00000099812,MISP,-0.348391079626789,-0.409267937232819,-0.287514222020758,2.4860136995644,-11.8097146782713,1.67619934132519e-11,1.99853609235844e-09,16.435905942674
ENSG00000101955,SRPX,-0.350020792941558,-0.411312982176627,-0.288728603706488,1.85526679452071,-11.7845584758804,1.75166989402752e-11,2.0659736825017e-09,16.3921477036546
ENSG00000260362,RP11-297M9.1,-0.247869442653075,-0.291306699819132,-0.204432185487017,-0.877354095030463,-11.77565847202,1.77920535233348e-11,2.0659736825017e-09,16.3766492088987
ENSG00000172575,RASGRP1,0.357194780808044,0.294584818042117,0.419804743573971,0.483463131106064,11.7729761494254,1.78759165054547e-11,2.0659736825017e-09,16.3719764306393
ENSG00000143631,FLG,0.680966772244396,0.561605269209823,0.800328275278968,5.97895154765605,11.7729756915162,1.78759308568801e-11,2.0659736825017e-09,16.3719756328619
ENSG00000204520,MICA,-0.171658323741476,-0.201757987369965,-0.141558660112986,1.63264943118781,-11.7686820598372,1.80110240038449e-11,2.0659736825017e-09,16.3644941401372
ENSG00000134363,FST,-0.495372841378919,-0.582249723790849,-0.40849595896699,5.41150496633916,-11.7666428128957,1.80755556605772e-11,2.0659736825017e-09,16.3609400909554
ENSG00000204542,C6orf15,0.311859426408056,0.257117082227662,0.366601770588449,-0.36259114591278,11.7560138782692,1.84158012407425e-11,2.09044571207415e-09,16.3424080310654
ENSG00000103056,SMPD3,0.397661895330182,0.327681437325651,0.467642353334712,2.78331820380067,11.7263216551629,1.94018486598371e-11,2.18739345469034e-09,16.2905697199826
ENSG00000206459,PSORS1C2,0.374765543569676,0.308589902712548,0.440941184426804,0.0754911356253269,11.686544143237,2.08091401228949e-11,2.31811610041722e-09,16.2209655392062
ENSG00000225543,C6orf15,0.30904223607128,0.254425648161772,0.363658823980788,-0.391643207369725,11.6766396543588,2.11757051698232e-11,2.31811610041722e-09,16.2036060233406
ENSG00000231624,C6orf15,0.30904223607128,0.254425648161772,0.363658823980788,-0.391643207369725,11.6766396543588,2.11757051698232e-11,2.31811610041722e-09,16.2036060233406
ENSG00000224105,C6orf15,0.30904223607128,0.254425648161772,0.363658823980788,-0.391643207369725,11.6766396543588,2.11757051698232e-11,2.31811610041722e-09,16.2036060233406
ENSG00000262306,CCL24,0.513524332411485,0.422752262298048,0.604296402524922,-1.07739336476302,11.6743683467473,2.12607039922414e-11,2.31811610041722e-09,16.1996235302415
ENSG00000178372,CALML5,0.603022349280352,0.496260584851396,0.709784113709308,8.10895068584239,11.6558049379662,2.19687706054849e-11,2.37966297545556e-09,16.1670523247632
ENSG00000185966,LCE3E,0.568351068237535,0.46749631632318,0.669205820151891,4.85899545399309,11.6290682766463,2.30317386662704e-11,2.47860392802662e-09,16.1200705723837
ENSG00000106178,CCL24,0.523955330369198,0.430820558129582,0.617090102608813,-1.04310591613075,11.6093261215308,2.38506820976448e-11,2.55017648002753e-09,16.0853265990521
ENSG00000106123,EPHB6,0.498080582991639,0.409308982995577,0.586852182987702,2.88657824731894,11.5784431948602,2.51926945455268e-11,2.67640081219882e-09,16.030885645618
ENSG00000146112,PPP1R18,-0.179279321771698,-0.211253998505186,-0.147304645038209,1.86680514277813,-11.5704071966748,2.55545443613987e-11,2.69755072421312e-09,16.0167015233898
ENSG00000170456,DENND5B,-0.19378420989497,-0.228356752095844,-0.159211667694096,0.315483584217796,-11.5667587185443,2.5720600899415e-11,2.69789568801269e-09,16.0102592201169
ENSG00000232127,PSORS1C2,0.369020466107216,0.303158232969,0.434882699245433,0.101683851719166,11.5621501868209,2.59319500982546e-11,2.70295728917216e-09,16.0021194925179
ENSG00000183347,GBP6,0.40684628346291,0.334089529166827,0.479603037758993,2.93800868588938,11.539357846868,2.70039458226656e-11,2.79710246324398e-09,15.9618266922058
